Model,OOS_R2_vs_HA (%),Success_Ratio (%),CER_annual (%),CER_gain_vs_HA (%),CW_stat,CW_pvalue,PT_stat,PT_pvalue
HA,0.0,62.7177700348432,0.010960928977106908,0.0,,,,
CF,0.0553788168431435,62.36933797909408,0.01073562867176435,-0.000225300305342558,2.8584361087751256,0.0021286741672557064,-0.7736980457541391,0.7804453120220676
DNet2,-8.866581626643978,59.58188153310105,0.007342454405480474,-0.0036184745716264337,-0.4301104772940716,0.6664423605444321,0.5627825318714585,0.2867914882633964
