Model,OOS_R2_vs_HA (%),Success_Ratio (%),CER_annual (%),CER_gain_vs_HA (%),CW_stat,CW_pvalue,PT_stat,PT_pvalue
HA,0.0,62.7177700348432,0.010960928977106908,0.0,,,,
CF,0.0553788168431435,62.36933797909408,0.01073562867176435,-0.000225300305342558,2.8584361087751256,0.0021286741672557064,-0.7736980457541391,0.7804453120220676
Net1,-6.242141073177354,56.79442508710801,0.01691840756797284,0.005957478590865931,-0.059210649366258486,0.5236078362208356,0.22013289249414847,0.4128838292716617
