Model,Validation MSE,In-sample R2 (%),Success Ratio (%),CER Gain vs HA (%)
Net1,0.6365596652030945,1.0157539638342983,60.103181427343074,0.006009949512053581
Net2,0.6340577006340027,1.6565120397036615,60.01719690455718,0.010653859656883924
Net3,0.6453039646148682,7.02218948384401,63.972484952708506,0.040728647006460506
Net4,0.6419435143470764,2.1914012795501425,61.134995700773864,0.010077969675847953
Net5,0.6294261813163757,0.8873420542491073,60.103181427343074,0.006027252474183342
DNet1,0.621788501739502,-1.218605375238635,59.50128976784179,0.007627237412322074
DNet2,0.6383627653121948,3.785538906995234,60.96302665520207,0.012213665935956186
DNet3,0.6175464391708374,-5.475176220448197,60.103181427343074,0.01895393136734924
HA,,0.0,59.41530524505589,0.0
