Model,Validation MSE,In-sample R2 (%),Success Ratio (%),CER Gain vs HA (%)
Net1,0.6822044849395752,,,
Net2,0.645102858543396,,,
Net3,0.6726453900337219,,,
Net4,0.6286904215812683,,,
Net5,0.640791118144989,,,
DNet1,0.6183468699455261,,,
DNet2,0.6247285008430481,,,
DNet3,0.6193075776100159,,,
HA,,0.0,59.41530524505589,0.0
