Model,Validation MSE,In-sample R2 (%),Success Ratio (%),CER Gain vs HA (%)
Net1,0.6265736818313599,-2.270959904791958,53.482373172828886,0.005403030390027652
Net2,0.6158435344696045,-3.4119486252548903,39.896818572656926,0.000378717092569536
Net3,0.6155843734741211,1.2416737374423503,60.189165950128974,0.006272353435310407
Net4,0.6155049800872803,1.2781701689933755,60.103181427343074,0.01229948696064298
Net5,0.6154405474662781,0.009029833356566375,60.103181427343074,0.008183717793031065
DNet1,0.6165487170219421,-4.581727485151865,60.103181427343074,0.011670079720715876
DNet2,0.6168399453163147,1.7995240994511552,60.36113499570077,0.009355614305661675
DNet3,0.6153551936149597,1.0079135806569273,60.103181427343074,0.005002479373272806
HA,,0.0,59.41530524505589,0.0
