Model,Validation MSE,In-sample R2 (%),Success Ratio (%),CER Gain vs HA (%)
Net1,0.625016450881958,-0.8775802578605107,58.21152192605331,0.007217785833546486
Net2,0.6167832016944885,1.0116681303474984,59.75924333619949,0.004391488743316074
Net3,0.6155077815055847,-0.8070956863584833,60.103181427343074,0.010375912676252597
Net4,0.6153527498245239,-3.6389174642176725,39.896818572656926,0.0
Net5,0.6153102517127991,-0.616086914705205,39.72484952708513,-1.652153294005489e-06
DNet1,0.6182403564453125,-3.7979810126633096,59.67325881341359,0.010603881030846196
DNet2,0.6181303262710571,0.44102390363678357,60.103181427343074,0.009688599594070979
DNet3,0.6167405247688293,-0.10842604782483889,60.103181427343074,0.007900394250270892
HA,,0.0,59.41530524505589,0.0
